id,Nursing License,Last Name,First Name,Starting Date,Shift,Cardiology Hours,Nephrology Hours,Transplant Hours,Respiratory Hours,ACEs,Preceptor,Charge RN,BLS,BLS Expiration Date,PALS,PALS Expiration Date,Employment Status,Username,Password
853904,DSW64N,UNHPPDU,NOPS,2015/07/13,AM,True,True,False,True,False,False,True,True,2025/04/10,True,2025/01/09,Full Time,nunhpp11,M5x[]S4TQC
836844,ILRU11,EDZMLFEMUV,VWASXPBZYY,2018/12/14,PM,True,True,True,True,True,False,True,False,2024/02/28,False,2024/06/08,Full Time,vedzml12,"Xw""2x:hS*(v"
243765,K7GUOA,WQXLS,OKBXU,2018/04/01,PM,True,True,True,True,True,True,False,False,2023/12/16,False,2023/12/24,Full Time,owqxls16,Krobz<N'
415512,MPJAKL,JNAFITJ,WRFXGJVWM,2019/08/31,PM,True,True,True,True,False,True,False,False,2024/08/13,False,2024/02/05,Full Time,wjnafi12,FGQ2$&PguV/
221830,616GNA,LGR,VDEBKYLL,2021/05/28,AM,True,True,True,False,True,False,False,False,2024/01/23,True,2025/06/08,Part Time,vlgr08,"V^,>2/&Ez\A"
963720,GZJZT2,GTUD,LXUB,2019/11/21,PM,True,False,True,True,True,True,True,True,2025/03/24,True,2024/11/11,Part Time,lgtud08,"K~,6CE'Bm"
137267,0XR38X,VUTZB,OVNVKV,2020/05/20,AM,True,True,False,True,True,True,False,True,2025/04/01,False,2024/02/06,Part Time,ovutzb10,?e'A*G+dlaV
541331,JGYZXC,AJJYCDSY,NSTWIFXWYA,2022/02/13,AM,True,True,True,True,True,True,False,True,2025/05/06,False,2024/03/15,PRN,najjyc02,c<CMu[R_+kl
600895,THZBKM,DMSVLAK,VZADTHIK,2022/04/17,PM,True,True,True,True,False,False,True,True,2025/01/24,True,2025/04/24,Full Time,vdmsvl20,">,c&8b=\_"
167002,8U6OND,NSGFLBCZX,ZQR,2024/03/16,PM,True,False,True,True,False,True,False,False,2024/08/05,True,2024/12/17,Part Time,znsgfl19,"Lt]Z+,(Q"
722057,4JRGPZ,GCYLTMKOL,RLPIWO,2024/10/19,PM,True,True,True,True,False,False,True,False,2024/06/01,True,2025/08/02,Full Time,rgcylt11,9Z]Hw9~*QP+1
925913,289BIA,FGARCB,YMX,2016/10/21,AM,False,True,True,True,True,False,True,False,2023/12/16,False,2024/02/25,Part Time,yfgarc04,zvq;50-\b
647672,VDDG5A,QPAMRMB,JXDKKBDG,2022/09/17,AM,True,True,True,True,False,True,True,True,2024/11/12,True,2025/06/05,Full Time,jqpamr10,T0|C(DHBr~d
685031,ZLOQ6D,SYUBFF,PBYGJPFLFM,2018/10/31,PM,True,True,True,True,True,True,False,True,2025/10/28,True,2025/09/05,Full Time,psyubf20,e*z5r[A?
203202,GTJKOJ,KMB,BJOWI,2022/09/20,PM,True,True,True,True,False,True,False,False,2024/04/21,False,2024/08/13,PRN,bkmb15,xm)$CDUYb#o
106950,LTY37V,XGYYZWS,ZKPSZHUWX,2022/08/07,AM,True,True,True,True,True,True,True,False,2024/08/21,False,2024/08/10,Full Time,zxgyyz12,bc{<'[r}
603589,40R7HB,KHMLXH,ZEQSY,2019/02/17,PM,True,True,True,True,True,False,False,False,2024/09/11,True,2024/12/04,Full Time,zkhmlx05,r1skJ[fp
570296,NUHTC4,PAHMKMSEO,KEQMLUCT,2015/11/25,AM,True,True,True,True,False,True,False,True,2025/07/26,True,2025/09/25,Full Time,kpahmk15,da-qRI<MI[
248009,PSSWM4,BAVMFLDNH,TYH,2015/04/21,AM,True,True,False,True,True,True,True,False,2024/10/16,False,2024/07/06,Full Time,tbavmf14,"jdr""0gE$C"
270314,Z51B4H,RBZ,FQZ,2018/06/15,AM,True,True,True,True,True,False,True,True,2025/10/20,False,2024/01/29,PRN,frbz20,JW~Osi2.W
561336,XCRVGR,IQEIOCLG,LNVH,2014/12/26,PM,True,True,True,False,True,True,True,True,2025/06/28,True,2025/10/18,Full Time,liqeio17,528/}f)k0iF
173741,541264,WIBVLQE,BQEVYVRSP,2015/03/26,PM,True,True,True,True,False,True,False,False,2024/05/05,False,2024/04/04,Full Time,bwibvl17,IgnDs<FfFj
938007,EY04R9,GQTDPPTAX,RVJMYP,2016/07/09,PM,True,True,True,True,True,False,False,False,2024/08/15,False,2024/07/09,Full Time,rgqtdp20,"5sJH_12)a"""
814958,Y6GXCL,GXJNMFVZDX,IQTR,2020/05/15,AM,True,True,True,True,True,False,False,True,2024/11/22,True,2025/10/15,Part Time,igxjnm06,Sr-Cmzs#D
238484,RYOO5E,LXRWCJQU,HRTGQ,2023/01/30,PM,True,True,True,True,False,False,False,True,2025/02/11,True,2025/09/14,Full Time,hlxrwc01,LRP$kHc~e8
479283,7HZ017,MAZN,SRDMW,2020/06/23,PM,True,True,False,True,True,True,False,False,2024/06/09,True,2025/09/18,Full Time,smazn13,hC`HOx0-
118289,N3N19O,QKPLCDMBR,MWYW,2018/06/03,PM,True,True,True,True,False,False,True,False,2024/03/26,True,2025/01/07,Part Time,mqkplc15,17x_H]1Nd
911790,0DOVHF,YVDVMWT,SROKVWQL,2021/01/23,AM,True,True,True,False,True,True,False,True,2025/04/04,True,2025/01/11,Full Time,syvdvm19,`@kp.g6LXh
774896,KX7U2P,JAFRQQ,ZQC,2019/03/01,PM,True,True,True,True,True,True,False,True,2025/03/23,True,2025/06/30,Full Time,zjafrq11,Mo[P:Bs$D
968255,ATDCU9,EZCLUGSS,HEZCHFJ,2016/03/11,PM,True,True,True,True,True,True,False,False,2023/12/15,True,2025/02/01,Full Time,hezclu20,>t9Zs*Dl+
401231,AYTECB,LVQYC,ZXABG,2021/03/16,PM,True,True,False,True,True,False,False,False,2024/02/12,False,2024/09/02,Full Time,zlvqyc17,}jt3F37*&N9s
568038,DUQ453,WRZETBDZH,WTYKJVXU,2021/10/02,AM,True,True,True,True,False,False,True,False,2023/12/20,True,2025/01/23,Full Time,wwrzet19,<0FY_pA]!/
351935,O240KM,CWSFUQ,PRKWZIT,2022/09/08,PM,True,True,True,True,True,True,True,False,2024/06/12,True,2025/01/24,Part Time,pcwsfu09,FOI.h'i+2
322696,Y2G9BH,VWWZS,QYXSAMWPNT,2019/01/31,PM,True,True,True,True,False,False,True,False,2024/07/17,True,2025/02/10,Full Time,qvwwzs03,q>EHR>^qL:@
549704,FQUPH3,GKDE,RSRICTP,2015/08/08,AM,True,True,True,True,False,True,False,True,2024/12/16,True,2025/09/15,Part Time,rgkde11,!Q]V83;]w
723454,WIJ3I6,ZDXXDURM,CGGDRCDRV,2020/11/25,AM,True,True,False,True,True,True,True,False,2024/10/24,False,2024/06/26,Full Time,czdxxd06,*@SL]q=<Y
269447,DU9Y5R,NJMT,TKQ,2015/09/05,PM,True,True,False,False,True,True,True,False,2024/02/16,False,2024/10/03,Full Time,tnjmt19,2nWS9B|s
346115,5SZG4Y,MASAGYKO,KRGXHSQQQ,2021/01/29,AM,True,True,True,True,True,True,True,False,2023/12/03,False,2024/07/15,Part Time,kmasag05,"h64#+""bF"
392394,VX0ZL6,UGJQOI,HCASSFG,2024/01/26,PM,True,True,True,True,True,True,False,False,2024/11/03,True,2025/06/26,PRN,hugjqo15,9e]I0>ie&
361991,QJLZOR,RHPLX,XDH,2018/02/14,PM,True,True,True,True,True,True,False,False,2024/07/24,True,2025/07/10,PRN,xrhplx13,apuj(Wsf3V`O
645118,KMEWY2,VKTVWX,AZCR,2020/03/16,PM,True,True,True,True,False,True,False,False,2024/08/03,False,2024/04/01,Full Time,avktvw01,"E02c(,q^[vR"
490271,7S0VLH,TADTPQB,GGKVRVQRW,2018/04/30,AM,True,True,True,True,True,False,True,False,2023/12/22,True,2025/05/02,Full Time,gtadtp04,R{w`b9U[nS}-
580939,7E6W4B,FUJARHAW,UHTRKSFESQ,2022/12/12,AM,True,True,True,True,False,True,False,True,2025/07/20,True,2024/11/16,Full Time,ufujar06,d*IZC$l!z
338328,6VEDTP,MHJAUZMBYP,GNKCGWY,2019/06/01,PM,True,True,True,True,False,True,True,True,2025/08/22,False,2024/09/26,Part Time,gmhjau13,5lx>$GV7VA/>
317746,GU8R97,PCINZMCLGE,PDEIDLTGWC,2017/07/03,AM,True,True,True,True,True,True,True,False,2024/04/09,False,2024/08/16,Full Time,ppcinz17,CqPs%IIJ(DST
666922,3GQMES,EZBNHFTHX,ZDAH,2016/02/24,AM,True,True,True,True,True,True,True,True,2024/12/30,False,2024/05/15,Full Time,zezbnh16,0i+xPY}lzkO;
258217,KGNTVE,PIJVO,HTYRJ,2016/12/17,PM,True,False,True,True,False,False,False,False,2024/06/15,True,2024/12/20,Full Time,hpijvo12,QX'McX]^q
750435,Y3VFQN,WRCACSMYRM,UYJUYAZMM,2018/10/23,AM,True,True,True,True,False,True,True,False,2024/03/27,True,2024/11/22,PRN,uwrcac10,W]$H6LW*3{
371337,0DM8QC,JYAENYS,CZDGGAO,2021/09/02,AM,True,True,True,True,True,False,False,False,2024/09/02,True,2025/10/05,Part Time,cjyaen08,mn@F*q.&
429342,CFGQK0,BUCUAWHW,SPWM,2015/06/23,PM,True,True,True,True,True,False,False,True,2025/03/14,True,2025/08/16,Full Time,sbucua18,_zokuEa?
603765,J1GGJ0,LSORFX,HTODLT,2022/02/26,PM,True,True,True,True,True,True,False,True,2025/08/12,False,2023/12/08,Full Time,hlsorf04,"'ahH7Cx""["
296117,QYD9JM,UEAZUYWRD,SXT,2021/10/18,AM,True,False,True,True,True,False,False,False,2023/11/28,True,2025/04/08,Full Time,sueazu06,&?P-g7G5C
623137,M11WZ7,BNBGY,KGRFSYFIOY,2015/07/07,AM,True,True,True,False,True,False,False,False,2024/01/26,True,2025/07/02,Part Time,kbnbgy02,"U2+A""p"";"
969526,NHPWDL,UBSPKUU,AMTDYI,2020/06/04,PM,True,True,True,True,True,True,False,True,2025/10/20,True,2025/08/20,Full Time,aubspk07,>or@n^Zd2
312847,N8KPJQ,ISXTUOQI,GKCP,2022/12/02,AM,True,True,True,True,True,False,True,False,2024/06/14,False,2024/10/30,PRN,gisxtu03,kL~'Gytf]FQ
706696,FKZYEE,ITLVD,LGNOTHLFP,2018/07/22,AM,True,True,True,True,False,True,True,False,2024/08/27,False,2024/01/05,Full Time,litlvd17,U%7.UaSh|
150887,UUZNEC,STGFKCE,QVQISYXW,2019/12/23,PM,True,True,True,True,True,False,True,False,2024/08/16,True,2025/10/30,Full Time,qstgfk20,Is;)s;c!MB
960936,QRG90A,IORGROIZA,ZII,2016/06/04,PM,True,True,True,True,False,True,False,False,2023/12/04,True,2024/12/29,Full Time,ziorgr05,@qT:.OHA.c
898522,UQ1521,GCW,KHRADA,2017/01/22,PM,True,True,True,True,False,False,True,True,2025/04/07,True,2025/02/18,Full Time,kgcw17,v'ZuglR$Wa#
956904,34KWOR,ETFV,FJDU,2017/06/27,AM,True,True,True,True,True,True,False,True,2024/12/18,True,2025/10/18,PRN,fetfv11,Cf>^babGYd
419712,Y6G5H1,DKGH,XCLYNFWM,2024/01/18,AM,True,True,True,True,True,False,True,False,2024/08/12,True,2025/09/26,Full Time,xdkgh15,".FvCQ+""n"
844803,W8GPJ1,VZBAQRCU,MCSBRA,2024/08/31,AM,True,True,True,True,True,True,True,False,2024/06/15,False,2024/10/25,Full Time,mvzbaq20,Ysc}m*yi
862852,V8NTL1,FGNX,ZTHJNRTB,2017/12/01,PM,True,True,True,True,True,True,False,False,2024/02/14,False,2024/02/14,Full Time,zfgnx06,"W#G+\q8""{d"
434974,KIQL9D,PTIRX,TJDJDNU,2023/09/07,AM,True,True,True,True,True,True,True,False,2023/12/17,False,2024/10/20,Full Time,tptirx04,lN@!qVb3;'L*
489756,ZB74J3,DQI,RONWPEO,2017/10/19,AM,True,True,True,True,True,True,True,False,2024/07/26,False,2024/06/01,Part Time,rdqi12,"6?n/1vwK!e,."
795697,SL0VX1,FXAJWWHFN,OSNWQ,2014/11/08,AM,True,True,True,True,True,False,False,False,2024/02/28,True,2025/08/09,Full Time,ofxajw20,xTtV[PJ{9
361280,4Y0A39,WURV,KOXMU,2019/10/06,PM,True,True,True,True,True,False,False,True,2025/05/04,True,2025/03/06,Full Time,kwurv03,0GHrJg27d
166124,1IYXKF,YDAQP,FERBUCHQ,2020/07/20,AM,True,True,True,True,True,False,True,True,2025/10/25,False,2024/04/09,Full Time,fydaqp07,D$pBg'&=}
115630,5KR0FP,SMQF,GPUMKX,2021/04/14,AM,True,False,True,True,True,False,False,False,2023/12/27,True,2025/07/03,Full Time,gsmqf20,}N.edc;;k
409886,TTPJ9Y,EOZLRRLWCX,IFPZ,2019/06/17,PM,True,True,True,True,True,False,False,False,2024/03/09,False,2023/12/10,Full Time,ieozlr13,"o4n""DCL1W`RZ"
720759,GO0FZZ,LALVKFOQ,AJBXJBCJY,2017/08/30,PM,True,True,True,True,True,True,False,False,2024/03/29,False,2023/12/06,PRN,alalvk11,_1U6/yM$Q
583293,TONS40,BOHAB,VAY,2017/07/23,PM,True,False,True,True,True,False,True,True,2025/01/09,True,2025/01/18,Part Time,vbohab06,"Kk-t7mu2vNk,"
312552,A39ZCD,GNYQH,XUZ,2018/12/31,PM,True,True,True,True,True,True,False,False,2024/03/20,False,2024/08/06,Part Time,xgnyqh19,W\g/=Ns>.
732397,ZB2X8R,QFFQS,RLXY,2015/12/06,AM,True,True,False,True,True,False,False,False,2024/07/23,True,2025/10/07,Full Time,rqffqs13,+&$afTtR3.2
923827,6I984Y,IYVBE,KQEYGMAJYF,2019/04/18,PM,True,True,True,True,True,True,True,True,2025/06/08,True,2025/06/06,Full Time,kiyvbe16,",YN$Q*ks0)^"
146082,VTJT7H,OEUQFI,SSLEPSW,2019/03/28,PM,True,True,True,True,True,True,False,False,2024/04/10,True,2025/06/02,Part Time,soeuqf15,_~vqnS[QT
570841,C0C1QV,JVASETVCVJ,PKA,2017/05/09,AM,True,True,True,True,True,True,False,True,2025/01/18,True,2025/09/23,PRN,pjvase16,"E(aC~x@,e]QG"
348773,4GHAZE,TSAWZVFRS,KWHDGME,2022/07/02,PM,True,True,True,True,True,True,True,False,2024/10/20,False,2023/11/10,Full Time,ktsawz09,"""#`Qv*9t$tyC"
653278,FR919U,LSO,LTACDK,2019/06/09,AM,True,True,True,True,False,False,True,False,2024/09/25,False,2023/12/20,Full Time,llso20,C<(rT+T>#nn/
455075,4AW0OB,DZZTR,LYMZBHSB,2020/12/08,PM,True,True,True,True,True,False,True,False,2024/10/20,True,2025/02/24,Part Time,ldzztr01,OTzV#f5h:xXc
195795,DW4AC6,YLLUJ,VNUEUFPUWW,2020/05/31,AM,True,True,False,True,True,True,False,False,2024/09/29,True,2025/10/05,Part Time,vylluj19,Kv8;$>;.
230424,48EZXL,DBISV,PCD,2024/09/20,AM,True,False,True,True,True,False,True,False,2024/07/10,False,2024/03/09,Full Time,pdbisv10,EDUkgiT>.o'O
800766,ACQU8P,IMVDE,UKOBVH,2015/08/10,AM,True,True,True,True,True,True,True,False,2023/12/20,False,2024/06/18,Part Time,uimvde20,:pBcg=^j
858725,Y011X6,EKJLWQYUX,ONRTDCZ,2019/09/30,AM,True,True,True,True,True,False,True,False,2024/01/31,False,2024/08/01,PRN,oekjlw20,:^119oN3?hFE
580141,Q3C5OW,BAF,YZZNVQJTPT,2015/01/13,PM,True,True,True,True,True,True,True,False,2024/08/24,False,2024/01/06,Part Time,ybaf09,Tjy4zc}Vo5
679510,X09LLP,CWMWYZNUZQ,LCGNUC,2024/01/24,AM,False,True,True,True,True,True,False,True,2025/07/22,False,2024/06/16,PRN,lcwmwy16,UmdrZ4xq<2B
380934,CX6IRC,VEGD,NDSDOHN,2018/06/28,AM,True,True,True,True,False,False,True,True,2025/10/25,False,2024/01/22,Part Time,nvegd11,Ar7@.mS2
187924,77IFVA,MMVLMF,XSVNR,2016/01/12,PM,True,False,True,True,True,True,False,False,2024/08/24,False,2024/08/27,PRN,xmmvlm19,:X|~<)G6g
130907,QWRE11,IJCFGBVQIP,PUXGPIOHZ,2021/05/13,AM,True,True,False,True,True,True,True,False,2024/01/30,False,2024/09/29,Full Time,pijcfg17,#FbDkqPf7i
969037,EKQ67Q,LZYGBHTV,NWCQI,2021/12/20,AM,True,True,True,True,False,True,False,False,2024/09/21,True,2025/10/20,Full Time,nlzygb09,"""UMT.y1O!L"
711841,AP4MRN,XMQRDW,WRTQNB,2016/01/25,PM,True,True,True,True,False,True,True,True,2024/12/22,True,2025/01/02,Part Time,wxmqrd07,`>nl7WI+4?j
738631,CSST4H,JGJOXQEH,DZYXISR,2018/01/18,PM,True,True,True,True,True,False,True,False,2024/04/17,False,2024/11/01,PRN,djgjox12,'uYkwq_:[k
667158,GW4MA2,SJJLVGES,OXULGZ,2021/09/28,AM,True,False,True,True,False,False,True,False,2023/12/09,True,2025/06/18,Full Time,osjjlv20,;^^:)m#u!r
230393,QDDKA1,GOZU,BFXD,2022/11/27,AM,True,True,True,True,True,True,False,False,2024/02/04,False,2023/12/12,Full Time,bgozu10,"I`<J,ht{0-j."
910019,PBG1FL,YZTLUJB,CXYZWWPL,2015/01/28,AM,False,True,True,True,True,False,True,True,2025/01/06,False,2024/10/22,Full Time,cyztlu17,>*6z>c'-
429910,WOG5FF,QHJYZMUG,VVPRYEPH,2020/05/30,PM,True,True,True,True,True,False,False,True,2025/08/24,False,2024/01/30,Full Time,vqhjyz19,!R2M(y]]s
991937,JFYA03,QEKKTN,LPWCUQSL,2023/12/19,PM,False,False,True,True,True,False,True,False,2024/09/22,True,2024/11/13,Full Time,lqekkt17,"F6""O8Jl~H,"
483739,EAQY3E,ZQNNJ,CEAJGN,2022/11/27,PM,True,True,True,True,False,False,True,False,2024/05/19,True,2024/11/13,Full Time,czqnnj03,l%';'{ka;&Na
420848,ABDP4Y,YZXYTPO,JFAD,2015/12/27,PM,False,True,True,True,True,True,True,True,2024/11/30,True,2025/08/22,PRN,jyzxyt02,3-1yrKvl%H9I
268315,JTUZPK,ZEVIXMH,XLVC,2017/05/15,AM,True,True,True,True,True,False,True,False,2024/07/16,True,2025/03/04,Full Time,xzevix17,\IYLA!{<{b
969916,0BPBSA,NSNGGDQDRP,JQTNB,2022/11/22,PM,True,True,True,True,True,False,False,True,2025/09/08,True,2025/08/31,Full Time,jnsngg03,RX#mQ#e-
736005,5IIF2B,YFNMNSITFZ,GLAHTTJLYR,2016/04/01,AM,True,True,False,True,True,True,True,True,2025/01/09,False,2024/04/19,Full Time,gyfnmn16,/W7#B7F&/Pb
122539,TC5WDM,RAKNGF,VDQ,2016/09/09,PM,True,True,True,True,True,False,False,True,2025/01/21,False,2024/01/02,Full Time,vrakng09,<VRuL40%.
143709,PG5HW9,OGHLXEBO,QCWKCZ,2020/04/18,PM,True,True,True,True,False,False,False,False,2024/06/03,False,2024/10/04,Full Time,qoghlx16,"D}""0N{k2Lhx"
759295,D8WICN,YMD,RNKD,2023/06/22,AM,True,True,True,True,False,False,True,False,2024/06/20,False,2024/03/05,Full Time,rymd03,w1_47BIJ[qr
230570,RZKL1P,TMUJ,UZRDVYHAS,2021/12/16,PM,True,True,True,True,True,True,True,True,2025/01/09,True,2025/04/13,Part Time,utmuj19,=zL*YH7(rfkJ
137759,MC50K2,JUGDTCTE,NYTWYQUFNG,2021/12/14,AM,True,True,True,True,True,False,True,True,2025/01/30,False,2024/05/02,PRN,njugdt02,\IQCZM`m5%V
497286,V7V86F,MUIFA,HHQOJWXJR,2018/09/03,AM,True,True,True,True,True,False,False,True,2024/12/01,False,2024/09/26,Full Time,hmuifa11,QY;5L.gnR_tL
503263,X7W5FI,MSXSAFKC,BZMGLSW,2021/03/30,PM,True,True,True,True,True,True,False,False,2023/12/11,False,2024/03/13,Full Time,bmsxsa16,"Bu~4~UT,:QWx"
723021,1V4I2I,RURUFDPLMZ,HEXUE,2021/05/02,PM,True,True,True,True,True,True,False,True,2025/05/25,False,2024/08/03,Full Time,hruruf12,",X""M2V9!+"
151019,P3ZKQ4,VPPJLCBNB,IMW,2019/05/15,AM,True,True,True,True,True,False,True,False,2024/07/16,False,2023/12/11,Full Time,ivppjl18,Wdjsza'q
950031,DB97WH,GYLI,LTCKJO,2023/02/07,AM,True,True,True,True,True,False,False,True,2025/10/30,False,2024/10/03,Full Time,lgyli05,}G_P4kxOrF
439791,LGYGPA,RMR,XWAHOSFC,2020/04/18,PM,True,True,True,True,True,True,True,False,2024/07/01,False,2023/12/10,Full Time,xrmr20,R=-{xc/X=[
629621,90IGHX,WJISVQDOEC,MGPDPIQ,2017/04/27,AM,True,False,False,True,True,True,False,True,2025/07/28,True,2025/06/11,Full Time,mwjisv18,0JCozrIsP@f
885707,0922UV,DOS,AQE,2021/07/23,PM,True,True,True,True,True,False,True,False,2024/07/30,False,2024/01/10,PRN,ados07,ulQWh&FVW
667049,T21U4Q,BLY,QYNXVAH,2021/05/21,AM,True,True,True,True,True,False,False,False,2024/06/10,False,2024/03/06,Full Time,qbly07,m?YDWnx1n<{
517017,LLM946,JVBPPFZQ,VYPSYGNP,2016/04/21,AM,True,True,True,True,True,True,True,True,2025/04/17,False,2024/06/09,Full Time,vjvbpp15,zvJD7zI7%n8<
217657,T65ZO6,QRMZFUQWCA,SJHFLLGXAQ,2020/02/22,PM,True,True,True,False,False,False,False,False,2024/10/30,False,2024/03/16,Full Time,sqrmzf08,t-IBw`-|O1a{
286553,FNEBIS,KNNXFRV,HKD,2022/05/25,PM,True,True,True,True,True,False,False,False,2024/05/29,True,2025/04/18,Part Time,hknnxf20,LQSqUim.
374038,8BWO1P,AKE,PWURV,2018/04/16,AM,True,True,True,True,True,False,True,True,2024/12/11,True,2024/12/21,Part Time,pake20,c#n*s+`2Ft
687397,WC8M1L,UEQSBTR,GVJMZGD,2019/06/09,AM,True,True,True,True,True,True,True,False,2024/03/25,False,2024/09/22,Full Time,gueqsb17,Gx[BQQM[u*
944726,PTP8G3,BLKWK,JZIF,2020/08/26,AM,True,True,True,True,True,False,False,False,2024/03/04,False,2023/11/08,PRN,jblkwk08,y>UB1}x`%x
672602,59LK7T,ICRBCSQ,COUPRYJ,2018/12/15,AM,True,True,True,True,True,False,True,True,2025/10/30,True,2025/05/06,Part Time,cicrbc10,|Zqp&[&|'1
665558,G24AEY,BPVKIAYURM,NQWU,2020/09/22,AM,True,True,True,False,True,True,True,False,2024/03/22,False,2024/10/15,Full Time,nbpvki18,)YFrNk5HxUH
310266,E6NPTU,SCBRFEKX,NDQP,2022/09/25,PM,True,True,True,True,True,False,True,False,2024/02/07,False,2024/10/01,Full Time,nscbrf09,jRx<]SSBt()
524259,4AC1H9,YSIUASTZBU,LDH,2019/06/03,PM,False,False,True,True,True,True,True,True,2025/07/24,False,2024/10/02,Full Time,lysiua15,",co)Kel!["
202657,9A547M,KTZ,MNZL,2017/10/25,PM,True,True,True,True,True,True,True,False,2023/11/20,True,2024/11/12,Full Time,mktz04,15\Eb[Zpp}v
159875,25Z7UQ,QGKUGYVFZF,SNIZUAIGNI,2020/08/27,AM,True,True,True,True,True,True,True,False,2024/02/05,False,2023/11/15,PRN,sqgkug07,n2?mEtc0L
585711,LVM9IU,KLBN,HLZYTFIXZX,2018/05/10,PM,True,True,True,True,False,True,True,True,2025/03/30,False,2024/08/28,Full Time,hklbn20,)yuKv~q\'\
207091,FK7R83,AATVDZJ,KLNDTGOG,2015/04/26,PM,True,True,False,True,True,False,False,False,2023/12/14,True,2024/11/21,PRN,kaatvd10,i^6olz/66w
419773,Z0EGRB,ESMDUBUTHB,BCSWK,2019/05/10,PM,True,True,True,True,True,False,False,True,2025/09/07,True,2025/10/16,Part Time,besmdu04,i$+6t7)a
630367,8KKUOB,IRFQNJBYV,SYQBJNZIC,2014/11/17,AM,True,False,True,True,False,False,False,True,2025/02/22,True,2025/03/13,Full Time,sirfqn08,Pmyr9Q?>Mbz
335478,HRM36A,ZOM,OTYIWGUH,2024/09/06,AM,True,True,True,True,True,False,True,False,2024/07/31,False,2024/09/08,PRN,ozom03,H0vJw.q^Q
561515,B95AXE,KFGIZCYPJN,BOXOUIHXQ,2015/04/06,AM,True,True,False,True,True,True,False,True,2025/08/14,True,2025/04/19,Full Time,bkfgiz02,MxAwjX.:?;xC
160578,JD4AOS,SJWPTZU,APYDWIAD,2021/12/31,PM,True,True,False,False,True,False,False,False,2024/08/30,True,2025/10/22,Full Time,asjwpt02,GBv.-]#Y#jR
574844,CA467D,TXX,JNSB,2016/12/06,AM,True,True,True,True,True,False,False,False,2024/06/01,True,2025/05/09,Full Time,jtxx10,";Z'b,s1O$%"
849821,SXK1CP,VQYJDNBPYR,IMMWBX,2019/01/21,AM,True,True,True,True,True,False,False,False,2024/09/03,True,2025/04/30,Full Time,ivqyjd11,>G(bQKn?
739256,7C48LH,IISL,QUSQTFC,2021/11/18,PM,True,False,True,True,True,True,True,False,2024/06/03,False,2024/01/25,Part Time,qiisl02,Q=2|7Vvx
900719,9J5JUD,VBDVFQV,CNCOLLRH,2021/07/12,PM,False,True,True,True,True,False,False,False,2024/04/19,False,2024/08/06,Part Time,cvbdvf18,"L+%e_n}""zc"
336034,RTP1ZL,NRYNSKVZP,TEJBPE,2016/01/06,PM,True,True,True,True,True,False,False,True,2024/11/20,True,2024/12/29,Full Time,tnryns06,YbFn%09$3;nk
343465,PDDQH3,WOKMII,PIQQRC,2015/02/26,PM,True,True,True,True,False,False,True,False,2024/06/03,False,2023/11/08,Part Time,pwokmi02,_;PQ8))#{04[
456416,42OAIQ,NVMJWQ,EWXOHDQIDP,2018/05/06,PM,False,True,True,True,True,False,True,False,2024/05/26,True,2024/11/09,Full Time,envmjw02,(~;*5j#JO=
